Hst Nr.,Hst Name,Ort,Gkz,Orts ID,Gültigkeit,Steig,Bereich Nr.,Steigname,RBL Nr.,Kurzbezeichnung,Globale ID,X-Koordinate (STVH),Y-Koordinate (STVH),Georeferenz (STVH),Straßenname,Format,Vitrine,Buchsatz,Aushangfahrplan,ZOB,EFA,DFI Zieltext (Anzeigepriorität),Fußgänger,Radfahrer,Motor. Straßenverkehr,Bevorrechtigter IV (Busse),Eisenbahn,Straßenbahn,U-Bahn,Schiff,X,Y
46,Bahnhof,Weiz,46017055,2,28.02.1994 - 24.12.2500,weiz,2,weiz,1,,at:46:46:0:3,696818,769131,2009043728,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.630146,47.214709
47,Rauch,Kaplanberg,46017046,13,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,1,,at:46:47:0:1,703172,788280,86838,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.716026,47.042961
47,Rauch,Kaplanberg,46017046,13,28.02.1994 - 24.12.2500,gogg,0,Goggitsch,2,,at:46:47:0:2,703170,788276,86838,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.716000,47.042997
48,Hütter,Kaplanberg,46017046,13,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:48:0:1,702467,788130,86574,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.706734,47.044260
48,Hütter,Kaplanberg,46017046,13,28.02.1994 - 24.12.2500,gogg,0,Goggitsch,1,,at:46:48:0:2,702467,788125,86574,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.706734,47.044305
49,Laritzkreuz,Goggitsch (Stmk),46017046,8,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:49:0:1,701604,788113,86836,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.695377,47.044350
49,Laritzkreuz,Goggitsch (Stmk),46017046,8,28.02.1994 - 24.12.2500,gogg,0,Goggitsch,1,,at:46:49:0:2,701605,788109,86836,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.695390,47.044386
50,Moder,Goggitsch (Stmk),46017046,8,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,1,,at:46:50:0:1,701500,788826,86619,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.694085,47.037929
50,Moder,Goggitsch (Stmk),46017046,8,28.02.1994 - 24.12.2500,gogg,0,Goggitsch,2,,at:46:50:0:2,701503,788826,86619,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.694125,47.037929
51,Riedler,Kroisbach/Raab,46017046,17,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,1,,at:46:51:0:1,704382,789067,86648,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.732027,47.035968
51,Riedler,Kroisbach/Raab,46017046,17,28.02.1994 - 24.12.2500,gogg,0,Goggitsch,2,,at:46:51:0:2,704384,789064,86648,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.732054,47.035995
52,Gspandl,Kroisbach/Raab,46017046,17,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:52:0:1,703661,789007,86629,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.722536,47.036457
52,Gspandl,Kroisbach/Raab,46017046,17,28.02.1994 - 24.12.2500,gogg,0,Goggitsch,1,,at:46:52:0:2,703661,789005,86629,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.722535,47.036475
53,Sägewerk Hierzer,Kroisbach/Raab,46017046,17,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,1,,at:46:53:0:1,704812,789134,86349,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.737691,47.035395
53,Sägewerk Hierzer,Kroisbach/Raab,46017046,17,28.02.1994 - 24.12.2500,gogg,0,Goggitsch,2,,at:46:53:0:2,704813,789130,86349,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.737704,47.035431
54,Fleischhacker,Kroisbach/Raab,46017046,17,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,1,,at:46:54:0:1,705325,789290,86644,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.744456,47.034027
54,Fleischhacker,Kroisbach/Raab,46017046,17,28.02.1994 - 24.12.2500,gogg,0,Goggitsch,2,,at:46:54:0:2,705326,789285,86644,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.744469,47.034072
55,Kapelle,Vötz,46017046,35,28.02.1994 - 24.12.2500,ogrg,0,Obergroßgier,2,,at:46:55:0:1,707057,790262,86700,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.767335,47.025399
55,Kapelle,Vötz,46017046,35,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,1,,at:46:55:0:2,707079,790257,86700,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.767624,47.025446
56,Karner,Untergroßgier,46017046,34,28.02.1994 - 24.12.2500,ogrg,0,Obergroßgier,1,,at:46:56:0:1,707923,788821,86616,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.778591,47.038417
56,Karner,Untergroßgier,46017046,34,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:56:0:2,707901,788797,86616,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.778299,47.038631
57,Preis,Obergroßgier,46017046,21,28.02.1994 - 24.12.2500,ogrg,0,Obergroßgier,2,,at:46:57:0:1,708618,787798,86536,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.787641,47.047662
57,Preis,Obergroßgier,46017046,21,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,1,,at:46:57:0:2,708601,787793,86536,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.787417,47.047706
58,Kundigraber,Takern II,46017046,31,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:58:0:1,706432,788385,86597,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.758932,47.042241
58,Kundigraber,Takern II,46017046,31,28.02.1994 - 24.12.2500,take,0,Takernberg,1,,at:46:58:0:2,706430,788388,86597,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.758906,47.042214
59,Schreiber,Takernberg,46017046,32,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,1,,at:46:59:0:1,707045,789185,86651,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.767074,47.035086
59,Schreiber,Takernberg,46017046,32,28.02.1994 - 24.12.2500,take,0,Takernberg,2,,at:46:59:0:2,707043,789183,86651,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.767048,47.035104
60,Trummer,Takernberg,46017046,32,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:60:0:1,707414,788408,86593,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.771855,47.042099
60,Trummer,Takernberg,46017046,32,28.02.1994 - 24.12.2500,take,0,Takernberg,1,,at:46:60:0:2,707412,788405,86593,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.771828,47.042126
61,Schützenhöfer,Takernberg,46017046,32,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:61:0:1,707878,787855,86539,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.777908,47.047103
61,Schützenhöfer,Takernberg,46017046,32,28.02.1994 - 24.12.2500,take,0,Takernberg,1,,at:46:61:0:2,707879,787850,86539,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.777921,47.047148
62,Fritz,Takernberg,46017046,32,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:62:0:1,708283,787120,86485,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.783169,47.053740
62,Fritz,Takernberg,46017046,32,28.02.1994 - 24.12.2500,take,0,Takernberg,1,,at:46:62:0:2,708281,787114,86485,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.783143,47.053793
63,Sailer,Takern I,46017046,30,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:63:0:1,708674,786647,86452,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.788272,47.058019
63,Sailer,Takern I,46017046,30,28.02.1994 - 24.12.2500,take,0,Takernberg,1,,at:46:63:0:2,708671,786644,86452,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.788232,47.058046
64,Einkaufszentrum Nord,Zeltweg,46008024,5,10.06.2001 - 24.12.2500,hw,0,Haldenweg,2,,at:46:64:0:1,629580,770369,2009008994,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.743115,47.194672
64,Einkaufszentrum Nord,Zeltweg,46008024,5,10.06.2001 - 24.12.2500,htl,0,HTL,1,,at:46:64:0:2,629578,770351,2009008994,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,14.743084,47.194833
65,Kahr,Takern I,46017046,30,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,2,,at:46:65:0:1,706242,785981,86796,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.756197,47.063852
65,Kahr,Takern I,46017046,30,28.02.1994 - 24.12.2500,take,0,Takernberg,1,,at:46:65:0:2,706242,785977,86796,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.756197,47.063888
66,Köhldorfer,Takern I,46017046,30,28.02.1994 - 24.12.2500,smar,0,St. Margarethen/Raab,1,,at:46:66:0:1,706358,787318,86906,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.757854,47.051834
66,Köhldorfer,Takern I,46017046,30,28.02.1994 - 24.12.2500,take,0,Takernberg,2,,at:46:66:0:2,706354,787318,86906,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.757802,47.051833
67,Gh Mahorko,Glanz/Weinstraße,46010010,2,28.02.1994 - 24.12.2500,glan,0,Glanz/W,2,,at:46:67:0:1,688977,829259,25733,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.534758,46.673214
67,Gh Mahorko,Glanz/Weinstraße,46010010,2,28.02.1994 - 24.12.2500,leut,0,Leutschach,1,,at:46:67:0:2,688984,829262,25733,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.534850,46.673187
68,Renner,Glanz/Weinstraße,46010010,2,28.02.1994 - 24.12.2500,glan,0,Glanz,2,,at:46:68:0:1,689375,828944,25709,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.539918,46.676083
68,Renner,Glanz/Weinstraße,46010010,2,28.02.1994 - 24.12.2500,leib,0,Leibnitz,1,,at:46:68:0:2,689380,828951,25709,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.539984,46.676021
69,Valentinstüberl,Glanz/Weinstraße,46010010,2,28.02.1994 - 24.12.2500,glan,0,Glanz,1,,at:46:69:0:1,689576,828770,25693,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.542521,46.677667
69,Valentinstüberl,Glanz/Weinstraße,46010010,2,28.02.1994 - 24.12.2500,leib,0,Leibnitz,2,,at:46:69:0:2,689600,828749,25685,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.542832,46.677858
70,Pscheit,Sulztal/Weinstraße,46010042,1,28.02.1994 - 24.12.2500,glan,0,Glanz,2,,at:46:70:0:1,689841,828128,2009029238,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.545900,46.683465
70,Pscheit,Sulztal/Weinstraße,46010042,1,28.02.1994 - 24.12.2500,gaml,0,Gamlitz,1,,at:46:70:0:2,689847,828129,2009029238,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.545979,46.683457
71,Bacchuskeller,Sulztal/Weinstraße,46010042,1,28.02.1994 - 24.12.2500,glan,0,Glanz,1,,at:46:71:0:1,689981,828042,25602,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.547719,46.684251
71,Bacchuskeller,Sulztal/Weinstraße,46010042,1,28.02.1994 - 24.12.2500,leib,0,Leibnitz,2,,at:46:71:0:2,689981,828052,25602,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.547720,46.684161
72,Gh Ferlinz,Eckberg,46010009,1,28.02.1994 - 24.12.2500,glan,0,Glanz,2,,at:46:72:0:1,690194,826106,25259,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.550250,46.701684
72,Gh Ferlinz,Eckberg,46010009,1,28.02.1994 - 24.12.2500,gaml,0,Gamlitz,1,,at:46:72:0:2,690200,826105,25259,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.550329,46.701694
74,Hauptschule,Gamlitz,46010009,3,28.02.1994 - 24.12.2500,ehre,0,Ehrenhausen,2,,at:46:74:0:1,690817,823902,24791,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.558111,46.721564
74,Hauptschule,Gamlitz,46010009,3,28.02.1994 - 24.12.2500,kran,0,Kranach,1,,at:46:74:0:2,690802,823903,24798,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.557915,46.721554
75,Feldkreuz,Gamlitz,46010009,3,28.02.1994 - 24.12.2500,ehre,0,Erhenhausen,1,,at:46:75:0:1,691286,823903,24792,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.564245,46.721597
75,Feldkreuz,Gamlitz,46010009,3,28.02.1994 - 24.12.2500,kran,0,Kranach,2,,at:46:75:0:2,691263,823894,24792,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.563943,46.721676
76,Bahnhof,Ehrenhausen,46010005,1,28.02.1994 - 24.12.2500,fuss,1,fuss,2,,at:46:76:0:1,692908,823277,93262,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,15.585381,46.727369
76,Bahnhof,Ehrenhausen,46010005,1,28.02.1994 - 24.12.2500,g1,1,1,1,1,at:46:76:0:2,692925,823244,1999483174,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,15.585600,46.727667
76,Bahnhof,Ehrenhausen,46010005,1,28.02.1994 - 24.12.2500,spie,3,spie,5,,at:46:76:0:3,692907,823228,24781,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.585362,46.727810
76,Bahnhof,Ehrenhausen,46010005,1,28.02.1994 - 24.12.2500,schl,2,Schleife,3,,at:46:76:0:4,692889,823272,93262,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.585132,46.727412
76,Bahnhof,Ehrenhausen,46010005,1,28.02.1994 - 24.12.2500,lei,3,lei,4,,at:46:76:0:5,692909,823220,24781,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.585387,46.727882
77,Hauptplatz,Ehrenhausen,46010005,1,28.02.1994 - 24.12.2500,lei,0,Leibnitz,1,,at:46:77:0:1,692877,823453,24683,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.584998,46.725783
77,Hauptplatz,Ehrenhausen,46010005,1,28.02.1994 - 24.12.2500,gam,0,Gamlitz,2,,at:46:77:0:2,692876,823466,24683,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.584986,46.725666
78,Kapelle,Retznei,46010029,1,28.02.1994 - 24.12.2500,glan,0,Glanz,1,,at:46:78:0:1,691709,822194,2009026019,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.569560,46.737006
78,Kapelle,Retznei,46010029,1,28.02.1994 - 24.12.2500,leib,0,Leibnitz,2,,at:46:78:0:2,691711,822185,2009026019,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.569585,46.737087
79,Traby,Unterlupitscheni,46010029,2,28.02.1994 - 24.12.2500,glan,0,Glanz,1,,at:46:79:0:1,690676,821201,24149,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.555916,46.745847
79,Traby,Unterlupitscheni,46010029,2,28.02.1994 - 24.12.2500,leib,0,Leibnitz,2,,at:46:79:0:2,690677,821196,24149,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.555929,46.745892
80,Kapelle,Aflenz an der Sulm,46010045,1,28.02.1994 - 24.12.2500,glan,0,Glanz,1,,at:46:80:0:1,689827,820639,24064,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.544733,46.750825
80,Kapelle,Aflenz an der Sulm,46010045,1,28.02.1994 - 24.12.2500,leib,0,Leibnitz,2,,at:46:80:0:2,689846,820609,24064,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.544978,46.751097
81,Sulmwirt,Aflenz an der Sulm,46010045,1,28.02.1994 - 24.12.2500,glan,0,Glanz,1,,at:46:81:0:1,689865,820222,2009014345,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.545175,46.754580
81,Sulmwirt,Aflenz an der Sulm,46010045,1,28.02.1994 - 24.12.2500,leib,0,Leibnitz,2,,at:46:81:0:2,689860,820225,2009014345,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.545110,46.754552
82,Dorf-Kapelle,Wagna,46010045,4,28.02.1994 - 24.12.2500,glan,0,Glanz,2,,at:46:82:0:1,690702,819658,2009013821,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.556056,46.759728
82,Dorf-Kapelle,Wagna,46010045,4,28.02.1994 - 24.12.2500,leib,0,Leibnitz,1,,at:46:82:0:2,690706,819658,2009013821,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.556109,46.759728
83,Post,Wagna,46010045,4,28.02.1994 - 24.12.2500,retz,0,Retznei,1,,at:46:83:0:1,690871,818818,2009013845,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.558159,46.767298
83,Post,Wagna,46010045,4,28.02.1994 - 24.12.2500,leib,0,Leibnitz,2,,at:46:83:0:2,690859,818848,2009013846,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.558006,46.767027
84,Landeskrankenhaus,Wagna,46010045,4,28.02.1994 - 24.12.2500,retz,0,Schleife,2,,at:46:84:0:1,690825,818419,2009013864,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.557505,46.770883
84,Landeskrankenhaus,Wagna,46010045,4,28.02.1994 - 24.12.2500,leib,0,Leibnitz,1,,at:46:84:0:2,690825,818419,2009013864,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.557505,46.770883
85,Postamt,Gamlitz,46010009,3,28.02.1994 - 24.12.2500,ehre,0,Ehrenhausen,1,,at:46:85:0:1,690173,824091,24858,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.549712,46.719807
85,Postamt,Gamlitz,46010009,3,28.02.1994 - 24.12.2500,kran,0,Kranach,2,,at:46:85:0:2,690207,824059,24858,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.550153,46.720098
86,Koglwirt,Kranach bei Gamlitz,46010009,5,28.02.1994 - 24.12.2500,ehre,0,Gamlitz,2,,at:46:86:0:1,687467,824405,24987,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.514365,46.716734
86,Koglwirt,Kranach bei Gamlitz,46010009,5,28.02.1994 - 24.12.2500,kran,0,Leutschach,1,,at:46:86:0:2,687466,824397,24987,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.514350,46.716806
87,Kh Resch,Kranach bei Gamlitz,46010009,5,28.02.1994 - 24.12.2500,ehre,0,Gamlitz,1,,at:46:87:0:1,686992,824773,25021,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.508203,46.713379
87,Kh Resch,Kranach bei Gamlitz,46010009,5,28.02.1994 - 24.12.2500,kran,0,Leutschach,2,,at:46:87:0:2,686997,824742,25017,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.508264,46.713658
88,Karnerwirt,Kranach bei Gamlitz,46010009,5,28.02.1994 - 24.12.2500,leut,0,Leutschach,1,,at:46:88:0:1,685539,827018,2009012734,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.489518,46.693047
88,Karnerwirt,Kranach bei Gamlitz,46010009,5,28.02.1994 - 24.12.2500,ehre,0,Gamitz,2,,at:46:88:0:2,685543,827074,25497,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.489578,46.692544
89,Römerbruchweg,Aflenz an der Sulm,46010045,1,10.06.2001 - 24.12.2500,glan,0,Glanz,1,,at:46:89:0:1,690228,820890,2009014359,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.550013,46.748604
89,Römerbruchweg,Aflenz an der Sulm,46010045,1,10.06.2001 - 24.12.2500,leib,0,Leibnitz,2,,at:46:89:0:2,690254,820876,2009014359,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.550352,46.748732
90,Gh Tscheppe,Ratsch/Weinstraße,46010028,4,28.02.1994 - 24.12.2500,glan,0,Glanz,1,,at:46:90:0:1,690660,827905,2009029232,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.556576,46.685544
90,Gh Tscheppe,Ratsch/Weinstraße,46010028,4,28.02.1994 - 24.12.2500,leib,0,Leibnitz,2,,at:46:90:0:2,690666,827908,2009029232,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.556655,46.685518
91,Abzweigung Ort,Ratsch/Weinstraße,46010028,4,28.02.1994 - 24.12.2500,glan,0,Glanz,1,,at:46:91:0:1,691152,828182,25626,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.563042,46.683097
91,Abzweigung Ort,Ratsch/Weinstraße,46010028,4,28.02.1994 - 24.12.2500,leib,0,Leibnitz,2,,at:46:91:0:2,691173,828187,25626,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.563317,46.683053
92,Feldkreuz,Ratsch/Weinstraße,46010028,4,28.02.1994 - 24.12.2500,glan,0,Glanz,1,,at:46:92:0:1,691479,828375,25667,,Voreinstellung,Ja,Nein,Nein,Ja,Nein,,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,15.567341,46.681389
